0.003704, 0.148148, 50
0.015987, 0.245669, 50
0.036460, 0.409456, 50
0.065123, 0.573253, 50
0.101976, 0.737060, 50
0.147019, 0.900872, 50
0.200253, 1.064678, 50
0.261676, 1.228461, 50
0.331286, 1.392192, 50
0.409078, 1.555837, 50
0.495045, 1.719346, 50
0.589178, 1.882660, 50
0.691463, 2.045703, 50
0.801882, 2.208387, 50
0.920413, 2.370608, 50
1.047025, 2.532248, 50
1.181684, 2.693175, 50
1.324346, 2.853244, 50
1.474961, 3.012300, 50
1.633470, 3.170184, 50
1.799807, 3.326730, 50
1.973896, 3.481778, 50
2.155654, 3.635173, 50
2.344993, 3.786774, 50
2.541816, 3.936454, 50
2.746021, 4.084111, 50
2.957505, 4.229667, 50
3.172190, 4.293710, 50
3.386063, 4.277461, 50
3.599112, 4.260983, 50
3.811331, 4.244374, 50
4.022717, 4.227718, 50
4.233271, 4.211086, 50
4.442998, 4.194530, 50
4.651902, 4.178092, 50
4.859992, 4.161801, 50
5.067276, 4.145676, 50
5.273762, 4.129724, 50
5.479460, 4.113947, 50
5.684377, 4.098338, 50
5.888521, 4.082885, 50
6.091900, 4.067572, 50
6.294518, 4.052377, 50
6.496382, 4.037278, 50
6.697495, 4.022248, 50
6.897858, 4.007259, 50
7.097472, 3.992284, 50
7.296337, 3.977294, 50
7.494450, 3.962261, 50
7.691807, 3.947156, 50
7.888405, 3.931956, 50
8.084237, 3.916635, 50
8.279296, 3.901173, 50
8.473573, 3.885554, 50
8.667062, 3.869765, 50
8.859752, 3.853802, 50
9.051635, 3.837663, 50
9.242703, 3.821359, 50
9.432948, 3.804907, 50
9.622365, 3.788338, 50
9.810950, 3.771693, 50
9.998701, 3.755025, 50
10.185621, 3.738406, 50
10.371717, 3.721919, 50
10.556894, 3.703529, 50
10.737760, 3.617330, 50
10.911093, 3.466658, 50
11.076997, 3.318087, 50
11.235574, 3.171538, 50
11.386920, 3.026906, 50
11.531123, 2.884066, 50
11.668267, 2.742876, 50
11.798426, 2.603179, 50
11.921666, 2.464814, 50
12.038047, 2.327617, 50
12.147618, 2.191427, 50
12.250423, 2.056090, 50
12.346496, 1.921461, 50
12.435867, 1.787409, 50
12.518557, 1.653816, 50
12.594586, 1.520577, 50
12.663966, 1.387606, 50
12.726708, 1.254828, 50
12.782817, 1.122183, 50
12.832298, 0.989623, 50
12.875154, 0.857112, 50
12.911385, 0.724623, 50
12.940992, 0.592140, 50
12.963975, 0.459651, 50
12.980332, 0.327152, 50
12.990064, 0.194643, 50
12.993274, 0.064193, 50
12.993274, 0.000000, 50
