0.003704, 0.148148, 50
0.013642, 0.198776, 50
0.030207, 0.331285, 50
0.053396, 0.463783, 50
0.083209, 0.596272, 50
0.119647, 0.728755, 50
0.162709, 0.861244, 50
0.212397, 0.993756, 50
0.268713, 1.126318, 50
0.331661, 1.258966, 50
0.401249, 1.391749, 50
0.477485, 1.524727, 50
0.560384, 1.657974, 50
0.649963, 1.791579, 50
0.746245, 1.925647, 50
0.849260, 2.060295, 50
0.959043, 2.195655, 50
1.075636, 2.331873, 50
1.199091, 2.469103, 50
1.329467, 2.607505, 50
1.466829, 2.747245, 50
1.611253, 2.888483, 50
1.762822, 3.031375, 50
1.921625, 3.176063, 50
2.087759, 3.322672, 50
2.261324, 3.471306, 50
2.442426, 3.622044, 50
2.627734, 3.706156, 50
2.813855, 3.722419, 50
3.000800, 3.738911, 50
3.188577, 3.755533, 50
3.377187, 3.772201, 50
3.566629, 3.788845, 50
3.756900, 3.805411, 50
3.947993, 3.821858, 50
4.139901, 3.838158, 50
4.332615, 3.854291, 50
4.526128, 3.870250, 50
4.720429, 3.886033, 50
4.915512, 3.901647, 50
5.111367, 3.917104, 50
5.307988, 3.932421, 50
5.505369, 3.947618, 50
5.703505, 3.962720, 50
5.902393, 3.977752, 50
6.102030, 3.992741, 50
6.302415, 4.007716, 50
6.503551, 4.022705, 50
6.705437, 4.037737, 50
6.908079, 4.052839, 50
7.111481, 4.068037, 50
7.315649, 4.083355, 50
7.520590, 4.098812, 50
7.726311, 4.114426, 50
7.932821, 4.130208, 50
8.140130, 4.146165, 50
8.348244, 4.162296, 50
8.557174, 4.178592, 50
8.766926, 4.195033, 50
8.977505, 4.211592, 50
9.188917, 4.228226, 50
9.401161, 4.244881, 50
9.614235, 4.261488, 50
9.828133, 4.277961, 50
10.042719, 4.291716, 50
10.253976, 4.225141, 50
10.457952, 4.079520, 50
10.654542, 3.931800, 50
10.843645, 3.782059, 50
11.025165, 3.630403, 50
11.199013, 3.476955, 50
11.365106, 3.321860, 50
11.523369, 3.165270, 50
11.673737, 3.007349, 50
11.816150, 2.848260, 50
11.950558, 2.688163, 50
12.076919, 2.527213, 50
12.195196, 2.365554, 50
12.305362, 2.203317, 50
12.407393, 2.040621, 50
12.501272, 1.877569, 50
12.586984, 1.714249, 50
12.664521, 1.550735, 50
12.733875, 1.387087, 50
12.795043, 1.223353, 50
12.848021, 1.059570, 50
12.892809, 0.895764, 50
12.929407, 0.731952, 50
12.957814, 0.568145, 50
12.978032, 0.404348, 50
12.990060, 0.240561, 50
12.994027, 0.079335, 50
12.994027, 0.000000, 50
