0.003704, 0.148148, 50
0.017049, 0.266914, 50
0.039302, 0.445052, 50
0.070476, 0.623474, 50
0.110589, 0.802267, 50
0.159664, 0.981497, 50
0.217723, 1.161191, 50
0.284790, 1.341329, 50
0.360882, 1.521834, 50
0.446009, 1.702549, 50
0.540170, 1.883229, 50
0.643347, 2.063523, 50
0.755495, 2.242966, 50
0.876543, 2.420970, 50
1.006385, 2.596833, 50
1.144873, 2.769760, 50
1.291818, 2.938895, 50
1.446986, 3.103372, 50
1.610106, 3.262384, 50
1.780868, 3.415245, 50
1.958940, 3.561452, 50
2.143977, 3.700730, 50
2.335629, 3.833043, 50
2.533558, 3.958579, 50
2.737443, 4.077700, 50
2.946987, 4.190875, 50
3.161917, 4.298601, 50
3.378008, 4.321831, 50
3.591265, 4.265135, 50
3.801773, 4.210148, 50
4.009607, 4.156688, 50
4.214830, 4.104462, 50
4.417485, 4.053098, 50
4.617594, 4.002185, 50
4.815159, 3.951286, 50
5.010157, 3.899966, 50
5.202547, 3.847809, 50
5.392269, 3.794438, 50
5.579247, 3.739552, 50
5.763394, 3.682955, 50
5.944625, 3.624614, 50
6.122861, 3.564720, 50
6.298049, 3.503756, 50
6.470178, 3.442578, 50
6.639301, 3.382465, 50
6.805558, 3.325138, 50
6.969193, 3.272699, 50
7.130567, 3.227477, 50
7.290155, 3.191758, 50
7.448528, 3.167457, 50
7.606317, 3.155781, 50
7.764167, 3.156999, 50
7.922686, 3.170385, 50
8.098543, 3.517139, 50
8.297363, 3.976408, 50
8.495458, 3.961903, 50
8.692815, 3.947131, 50
8.889414, 3.931985, 50
9.085232, 3.916354, 50
9.280238, 3.900123, 50
9.474396, 3.883165, 50
9.667664, 3.865349, 50
9.859990, 3.846533, 50
10.051319, 3.826562, 50
10.241582, 3.805273, 50
10.430707, 3.782489, 50
10.618608, 3.758025, 50
10.805192, 3.731687, 50
10.990356, 3.703278, 50
11.173986, 3.672606, 50
11.355961, 3.639496, 50
11.536151, 3.603804, 50
11.714424, 3.565447, 50
11.890645, 3.524435, 50
12.064691, 3.480912, 50
12.236452, 3.435212, 50
12.405848, 3.387921, 50
12.572844, 3.339926, 50
12.737467, 3.292467, 50
12.899824, 3.247133, 50
13.060115, 3.205815, 50
13.218643, 3.170566, 50
13.375813, 3.143396, 50
13.532113, 3.125993, 50
13.688086, 3.119467, 50
13.844293, 3.124151, 50
14.001270, 3.139541, 50
14.159490, 3.164393, 50
14.319337, 3.196938, 50
14.481095, 3.235150, 50
14.643178, 3.241679, 50
14.802517, 3.186771, 50
14.957622, 3.102109, 50
15.108241, 3.012377, 50
15.254110, 2.917372, 50
15.394971, 2.817224, 50
15.530584, 2.712253, 50
15.660727, 2.602874, 50
15.785204, 2.489534, 50
15.903838, 2.372677, 50
16.016474, 2.252722, 50
16.122977, 2.130050, 50
16.223227, 2.005007, 50
16.317122, 1.877900, 50
16.404572, 1.748999, 50
16.485499, 1.618544, 50
16.559836, 1.486743, 50
16.627525, 1.353782, 50
16.688517, 1.219825, 50
16.742767, 1.085015, 50
16.790242, 0.949483, 50
16.830909, 0.813344, 50
16.864744, 0.676705, 50
16.891727, 0.539663, 50
16.911842, 0.402306, 50
16.925078, 0.264720, 50
16.931428, 0.126985, 50
16.932880, 0.029045, 50
16.932880, 0.000000, 50
