dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,12.326305,24.913984,13.461324,4.706755,0.947171,-0.216375,5.789677
0.050000,12.532617,24.796132,13.698924,4.751986,0.904616,-0.851100,5.738276
0.050000,12.734149,24.666433,13.938584,4.793205,0.824384,-1.604649,5.684055
0.050000,12.929606,24.524731,14.180002,4.828364,0.703186,-2.423951,5.627429
0.050000,13.117631,24.371156,14.422775,4.855464,0.541992,-3.223880,5.568948
0.050000,13.296891,24.206150,14.666416,4.872820,0.347111,-3.897620,5.509280
0.050000,13.466170,24.030468,14.910383,4.879327,0.130159,-4.339040,5.449167
0.050000,13.624457,23.845128,15.154115,4.874657,-0.093411,-4.471405,5.389373
0.050000,13.771016,23.651343,15.397081,4.859309,-0.306967,-4.271116,5.330629
0.050000,13.905418,23.450426,15.638807,4.834522,-0.495736,-3.775374,5.273581
0.050000,14.027545,23.243703,15.878910,4.802060,-0.649232,-3.069919,5.218755
0.050000,14.137553,23.032431,16.117107,4.763941,-0.762381,-2.262980,5.166536
0.050000,14.234829,22.820057,16.350698,4.671829,-1.842252,-21.597430,5.117687
0.050000,14.318739,22.611665,16.575350,4.493032,-3.575926,-34.673477,5.073071
0.050000,14.390203,22.409868,16.789427,4.281536,-4.229927,-13.080018,5.032787
0.050000,14.450821,22.215341,16.993181,4.075082,-4.129070,2.017138,4.996491
0.050000,14.502041,22.028542,17.186875,3.873878,-4.024088,2.099647,4.963822
0.050000,14.545146,21.849775,17.370765,3.677798,-3.921603,2.049700,4.934429
0.050000,14.581265,21.679232,17.545091,3.486526,-3.825444,1.923175,4.907985
0.050000,14.611386,21.517022,17.710074,3.299650,-3.737518,1.758524,4.884187
0.050000,14.636368,21.363201,17.865910,3.116725,-3.658493,1.580497,4.862766
0.050000,14.656958,21.217786,18.012775,2.937311,-3.588292,1.404020,4.843482
0.050000,14.673807,21.080769,18.150825,2.760990,-3.526423,1.237379,4.826123
0.050000,14.687478,20.952124,18.280194,2.587380,-3.472193,1.084593,4.810504
0.050000,14.698463,20.831818,18.401001,2.416138,-3.424839,0.947085,4.796462
0.050000,14.707187,20.719809,18.513349,2.246958,-3.383603,0.824715,4.783858
0.050000,14.714023,20.616056,18.617327,2.079569,-3.347774,0.716587,4.772568
0.050000,14.719294,20.520514,18.713014,1.913734,-3.316707,0.621341,4.762486
0.050000,14.723281,20.433143,18.800476,1.749242,-3.289830,0.537528,4.753521
0.050000,14.726226,20.353902,18.879771,1.585910,-3.266646,0.463688,4.745593
0.050000,14.728341,20.282755,18.950950,1.423574,-3.246724,0.398444,4.738634
0.050000,14.729805,20.219667,19.014055,1.262089,-3.229698,0.340526,4.732587
0.050000,14.730774,20.164610,19.069121,1.101326,-3.215256,0.288830,4.727401
0.050000,14.731378,20.117555,19.116179,0.941169,-3.203140,0.242311,4.723035
0.050000,14.731724,20.078481,19.155255,0.781512,-3.193135,0.200104,4.719456
0.050000,14.731900,20.047369,19.186368,0.622259,-3.185065,0.161406,4.716635
0.050000,14.731974,20.024203,19.209534,0.463319,-3.178791,0.125487,4.714551
0.050000,14.731996,20.008972,19.224764,0.304609,-3.174204,0.091729,4.713189
0.050000,14.732000,20.001670,19.232067,0.146048,-3.171228,0.059526,4.712538
0.050000,14.732000,20.000000,19.233737,0.033398,-2.252997,18.364620,4.712389
0.050000,14.732000,20.000000,19.233737,0.000000,-0.667961,31.700718,4.712389
