0.003704, 0.148148, 50
0.012580, 0.177531, 50
0.027365, 0.295688, 50
0.048043, 0.413561, 50
0.074596, 0.531061, 50
0.107002, 0.648124, 50
0.145238, 0.764721, 50
0.189281, 0.880870, 50
0.239114, 0.996651, 50
0.294725, 1.112218, 50
0.356116, 1.227817, 50
0.423306, 1.343798, 50
0.496337, 1.460628, 50
0.575282, 1.578893, 50
0.660246, 1.699295, 50
0.751378, 1.822632, 50
0.848866, 1.949762, 50
0.952944, 2.081550, 50
1.063884, 2.218807, 50
1.181995, 2.362222, 50
1.307610, 2.512297, 50
1.441076, 2.669311, 50
1.582741, 2.833299, 50
1.732944, 3.004075, 50
1.892008, 3.181275, 50
2.060229, 3.364429, 50
2.237881, 3.553039, 50
2.421782, 3.678008, 50
2.608520, 3.734756, 50
2.798009, 3.789784, 50
2.990172, 3.843273, 50
3.184949, 3.895521, 50
3.382293, 3.946897, 50
3.582184, 3.997815, 50
3.784620, 4.048710, 50
3.989621, 4.100018, 50
4.197228, 4.152155, 50
4.407503, 4.205496, 50
4.620520, 4.260343, 50
4.836365, 4.316889, 50
5.055123, 4.375167, 50
5.276872, 4.434986, 50
5.501665, 4.495861, 50
5.729512, 4.556939, 50
5.960359, 4.616942, 50
6.194067, 4.674154, 50
6.430391, 4.726479, 50
6.668971, 4.771596, 50
6.909332, 4.807226, 50
7.150905, 4.831465, 50
7.393061, 4.843111, 50
7.635156, 4.841896, 50
7.876583, 4.828545, 50
8.100492, 4.478170, 50
8.301671, 4.023592, 50
8.503576, 4.038095, 50
8.706219, 4.052865, 50
8.909619, 4.068008, 50
9.113801, 4.083635, 50
9.318794, 4.099862, 50
9.524635, 4.116814, 50
9.731366, 4.134622, 50
9.939038, 4.153431, 50
10.147707, 4.173391, 50
10.357441, 4.194669, 50
10.568313, 4.217438, 50
10.780407, 4.241884, 50
10.993817, 4.268201, 50
11.208646, 4.296585, 50
11.425007, 4.327227, 50
11.643023, 4.360302, 50
11.862820, 4.395952, 50
12.084533, 4.434259, 50
12.308294, 4.475214, 50
12.534227, 4.518670, 50
12.762442, 4.564292, 50
12.993017, 4.611497, 50
13.225987, 4.659397, 50
13.461324, 4.706755, 50
13.698924, 4.751986, 50
13.938584, 4.793205, 50
14.180002, 4.828364, 50
14.422775, 4.855464, 50
14.666416, 4.872820, 50
14.910383, 4.879327, 50
15.154115, 4.874657, 50
15.397081, 4.859309, 50
15.638807, 4.834522, 50
15.878910, 4.802060, 50
16.117107, 4.763941, 50
16.350698, 4.671829, 50
16.575350, 4.493032, 50
16.789427, 4.281536, 50
16.993181, 4.075082, 50
17.186875, 3.873878, 50
17.370765, 3.677798, 50
17.545091, 3.486526, 50
17.710074, 3.299650, 50
17.865910, 3.116725, 50
18.012775, 2.937311, 50
18.150825, 2.760990, 50
18.280194, 2.587380, 50
18.401001, 2.416138, 50
18.513349, 2.246958, 50
18.617327, 2.079569, 50
18.713014, 1.913734, 50
18.800476, 1.749242, 50
18.879771, 1.585910, 50
18.950950, 1.423574, 50
19.014055, 1.262089, 50
19.069121, 1.101326, 50
19.116179, 0.941169, 50
19.155255, 0.781512, 50
19.186368, 0.622259, 50
19.209534, 0.463319, 50
19.224764, 0.304609, 50
19.232067, 0.146048, 50
19.233737, 0.033398, 50
19.233737, 0.000000, 50
