dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,11.333614,3.232462,12.405848,3.387921,-0.945834,-0.636997,0.400134
0.050000,11.485937,3.300913,12.572844,3.339926,-0.959888,-0.281079,0.445201
0.050000,11.632782,3.375327,12.737467,3.292467,-0.949189,0.213979,0.493508
0.050000,11.773766,3.455844,12.899824,3.247133,-0.906674,0.850290,0.544909
0.050000,11.908564,3.542577,13.060115,3.205815,-0.826371,1.606065,0.599130
0.050000,12.036919,3.635616,13.218643,3.170566,-0.704965,2.428109,0.655756
0.050000,12.158651,3.735033,13.375813,3.143396,-0.543417,3.230978,0.714237
0.050000,12.273652,3.840883,13.532113,3.125993,-0.348048,3.907379,0.773905
0.050000,12.381877,3.953200,13.688086,3.119467,-0.130515,4.350651,0.834019
0.050000,12.483319,4.071987,13.844293,3.124151,0.093667,4.483642,0.893813
0.050000,12.578002,4.197194,14.001270,3.139541,0.307798,4.282617,0.952556
0.050000,12.665965,4.328709,14.159490,3.164393,0.497046,3.784969,1.009604
0.050000,12.747258,4.466340,14.319337,3.196938,0.650890,3.076869,1.064431
0.050000,12.821951,4.609820,14.481095,3.235150,0.764243,2.267065,1.116649
0.050000,12.889435,4.757187,14.643178,3.241679,0.130584,-12.673190,1.165498
0.050000,12.948938,4.904999,14.802517,3.186771,-1.098150,-24.574673,1.210114
0.050000,13.000705,5.051210,14.957622,3.102109,-1.693243,-11.901865,1.250398
0.050000,13.045508,5.195011,15.108241,3.012377,-1.794652,-2.028172,1.286695
0.050000,13.084074,5.335689,15.254110,2.917372,-1.900097,-2.108900,1.319364
0.050000,13.117087,5.472627,15.394971,2.817224,-2.002959,-2.057242,1.348756
0.050000,13.145181,5.605298,15.530584,2.712253,-2.099419,-1.929194,1.375201
0.050000,13.168937,5.733255,15.660727,2.602874,-2.187582,-1.763257,1.398998
0.050000,13.188890,5.856122,15.785204,2.489534,-2.266791,-1.584194,1.420419
0.050000,13.205520,5.973585,15.903838,2.372677,-2.337136,-1.406896,1.439703
0.050000,13.219266,6.085379,16.016474,2.252722,-2.399117,-1.239611,1.457062
0.050000,13.230519,6.191285,16.122977,2.130050,-2.453433,-1.086330,1.472682
0.050000,13.239634,6.291121,16.223227,2.005007,-2.500854,-0.948420,1.486723
0.050000,13.246924,6.384732,16.317122,1.877900,-2.542143,-0.825772,1.499328
0.050000,13.252674,6.471993,16.404572,1.748999,-2.578013,-0.717397,1.510618
0.050000,13.257131,6.552797,16.485499,1.618544,-2.609112,-0.621981,1.520699
0.050000,13.260519,6.627057,16.559836,1.486743,-2.636013,-0.538031,1.529664
0.050000,13.263033,6.694700,16.627525,1.353782,-2.659217,-0.464082,1.537592
0.050000,13.264845,6.755664,16.688517,1.219825,-2.679155,-0.398749,1.544551
0.050000,13.266104,6.809900,16.742767,1.085015,-2.696194,-0.340778,1.550599
0.050000,13.266939,6.857367,16.790242,0.949483,-2.710644,-0.289011,1.555785
0.050000,13.267461,6.898031,16.830909,0.813344,-2.722767,-0.242466,1.560150
0.050000,13.267760,6.931865,16.864744,0.676705,-2.732778,-0.200222,1.563730
0.050000,13.267913,6.958847,16.891727,0.539663,-2.740853,-0.161487,1.566550
0.050000,13.267977,6.978962,16.911842,0.402306,-2.747131,-0.125561,1.568634
0.050000,13.267997,6.992198,16.925078,0.264720,-2.751720,-0.091775,1.569997
0.050000,13.268000,6.998548,16.931428,0.126985,-2.754697,-0.059550,1.570648
0.050000,13.268000,7.000000,16.932880,0.029045,-1.958818,15.917589,1.570796
0.050000,13.268000,7.000000,16.932880,0.000000,-0.580891,27.558527,1.570796
